Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,CTR,CPC,CPA,ROI
A1165,Data Analytcis Course,175.0,5014.0,247.24,25.0,7.0,0.04,1499.0,15-11-2024,hydrebad,MOBILE,learn data analytics,0.03490227363382529,1.4128,35.32,6.062934800194143
A1166,Data Analytics Corse,92.0,4185.0,218.46,21.0,9.0,0.035,1567.0,2024/11/03,Hyderbad,mobile,data analitics online,0.02198327359617682,2.3745652173913046,24.273333333333333,7.172937837590405
A1168,Data Analytcis Course,86.0,5124.0,183.71,13.0,10.0,0.116,1137.0,20-11-2024,HYDERABAD,MOBILE,data anaytics training,0.01678376268540203,2.1361627906976746,18.371000000000002,6.189102389635839
A1169,Data Anlytics Corse,117.0,4162.0,238.08,28.0,10.0,0.085,1186.0,2024/11/22,hydrebad,MOBILE,online data analytic,0.028111484863046612,2.034871794871795,23.808,4.981518817204301
A1170,Data Analytcis Course,146.0,4330.0,191.9,20.0,3.0,0.021,1748.0,2024/11/09,HYDERABAD,MOBILE,online data analytic,0.033718244803695153,1.3143835616438357,63.96666666666667,9.108910891089108
A1172,DataAnalyticsCourse,195.0,3483.0,213.99,27.0,7.0,0.036,1796.0,23-11-2024,hyderabad,Desktop,learn data analytics,0.05598621877691645,1.0973846153846154,30.57,8.39291555680172
A1173,Data Analytcis Course,170.0,4519.0,240.63,22.0,7.0,0.041,1012.0,27-11-2024,Hyderbad,MOBILE,analytics for data,0.03761894224385926,1.415470588235294,34.37571428571429,4.205626896064498
A1174,Data Analytcis Course,97.0,3605.0,240.29,21.0,7.0,0.045,1682.0,2024-11-10,HYDERABAD,Desktop,data analitics online,0.026907073509015257,2.4772164948453606,34.32714285714285,6.999875150859379
A1175,Data Anlytics Corse,159.0,5076.0,204.97,15.0,10.0,0.063,1638.0,17-11-2024,Hyderbad,tablet,data analytics course,0.031323877068557916,1.2891194968553459,20.497,7.991413377567449
A1176,Data Anlytics Corse,131.0,5352.0,225.86,24.0,10.0,,1961.0,2024-11-20,HYDERABAD,mobile,online data analytic,0.024476831091180866,1.7241221374045803,22.586000000000002,8.682369609492605
A1177,Data Analytics Corse,108.0,5503.0,185.26,11.0,7.0,0.065,1921.0,06-11-2024,hydrebad,Mobile,data analitics online,0.019625658731600944,1.7153703703703702,26.465714285714284,10.369210838821116
A1178,DataAnalyticsCourse,93.0,4308.0,209.83,19.0,9.0,0.097,1694.0,2024-11-20,hyderabad,mobile,data analytics course,0.02158774373259053,2.256236559139785,23.314444444444447,8.073202115998665
A1180,Data Analytics Corse,81.0,5615.0,193.14,30.0,6.0,0.074,1255.0,2024/11/28,hyderabad,MOBILE,analytics for data,0.014425645592163847,2.384444444444444,32.19,6.49787718753236
A1181,Data Analytcis Course,160.0,4743.0,206.22,23.0,10.0,0.062,1825.0,2024/11/20,hydrebad,mobile,learn data analytics,0.03373392367699768,1.288875,20.622,8.849772088061293
A1182,Data Anlytics Corse,186.0,3337.0,183.58,16.0,8.0,0.043,1045.0,2024-11-30,HYDERABAD,Desktop,online data analytic,0.05573868744381181,0.986989247311828,22.9475,5.692341213639829
A1183,Data Analytcis Course,105.0,3234.0,238.8,27.0,10.0,0.095,1248.0,2024/11/06,Hyderbad,Desktop,online data analytic,0.032467532467532464,2.2742857142857145,23.880000000000003,5.226130653266331
A1184,Data Analytcis Course,131.0,3913.0,203.69,14.0,10.0,,1079.0,2024/11/25,Hyderbad,DESKTOP,data anaytics training,0.03347814975721952,1.5548854961832062,20.369,5.2972654524031615
A1185,Data Analytcis Course,129.0,3208.0,204.2,18.0,8.0,0.032,1456.0,2024-11-29,hyderabad,Desktop,learn data analytics,0.04021197007481297,1.5829457364341084,25.525,7.13026444662096
A1186,Data Anlytics Corse,187.0,5972.0,220.64,30.0,7.0,0.037,1980.0,2024-11-14,Hyderbad,Desktop,data analytics course,0.03131279303415941,1.1798930481283423,31.52,8.97389412617839
A1187,Data Analytics Corse,167.0,3662.0,235.43,10.0,7.0,0.042,1684.0,2024-11-25,Hyderbad,MOBILE,data anaytics training,0.045603495357728015,1.4097604790419163,33.63285714285714,7.15286921802659
A1188,DataAnalyticsCourse,140.0,3359.0,182.13,29.0,7.0,0.045,1973.0,2024/11/28,hydrebad,desktop,data analitics online,0.041679071152128606,1.3009285714285714,26.018571428571427,10.832921539559656
A1189,Data Analytics Corse,198.0,3700.0,220.67,14.0,5.0,,1531.0,2024/11/10,hyderabad,MOBILE,analytics for data,0.053513513513513515,1.1144949494949494,44.134,6.937961662210541
A1190,Data Anlytics Corse,196.0,3835.0,218.07,10.0,9.0,0.041,1871.0,04-11-2024,hyderabad,TABLET,online data analytic,0.05110821382007823,1.1126020408163264,24.23,8.579813821250058
A1191,Data Analytics Corse,140.0,5638.0,208.02,22.0,5.0,,1652.0,2024-11-18,Hyderbad,desktop,data anaytics training,0.024831500532103583,1.485857142857143,41.604,7.941544082299778
A1192,Data Analytics Corse,157.0,5825.0,230.6,16.0,3.0,0.019,1041.0,2024-11-16,hydrebad,desktop,data anaytics training,0.026952789699570816,1.4687898089171973,76.86666666666666,4.514310494362532
A1193,Data Analytics Corse,91.0,5428.0,248.38,11.0,3.0,0.033,1835.0,22-11-2024,HYDERABAD,tablet,learn data analytics,0.016764922623434046,2.7294505494505494,82.79333333333334,7.387873419760045
A1194,Data Analytcis Course,140.0,3571.0,238.12,21.0,9.0,0.064,1762.0,2024/11/16,HYDERABAD,DESKTOP,learn data analytics,0.03920470456454775,1.7008571428571428,26.45777777777778,7.399630438434403
A1195,DataAnalyticsCourse,154.0,3638.0,182.17,11.0,8.0,0.056,1413.0,2024-11-04,HYDERABAD,mobile,online data analytic,0.04233095107201759,1.182922077922078,22.77125,7.756491189548225
A1196,Data Anlytics Corse,133.0,4505.0,200.52,23.0,3.0,0.039,1562.0,26-11-2024,hyderabad,TABLET,analytics for data,0.029522752497225305,1.5076691729323308,66.84,7.789746658687412
A1198,Data Anlytics Corse,141.0,3071.0,208.2,10.0,6.0,0.043,1647.0,18-11-2024,hydrebad,Tablet,data analitics online,0.045913383262780855,1.476595744680851,34.699999999999996,7.910662824207494
A1200,Data Analytics Corse,199.0,5067.0,247.38,24.0,8.0,0.059,1365.0,2024/11/19,Hyderbad,mobile,analytics for data,0.03927373199131636,1.2431155778894472,30.9225,5.517826825127335
A1201,Data Analytcis Course,138.0,3971.0,184.87,28.0,3.0,0.022,1718.0,2024-11-07,Hyderbad,TABLET,learn data analytics,0.03475195164945857,1.3396376811594204,61.623333333333335,9.29301671444799
A1202,Data Analytcis Course,175.0,4481.0,236.38,21.0,10.0,0.057,1257.0,20-11-2024,hyderabad,DESKTOP,data analytics course,0.03905378263780406,1.350742857142857,23.637999999999998,5.317708774007953
A1203,Data Anlytics Corse,170.0,5476.0,186.29,25.0,4.0,0.024,1731.0,08-11-2024,hyderabad,mobile,analytics for data,0.0310445580715851,1.0958235294117646,46.5725,9.29196414192925
A1204,Data Analytcis Course,138.0,4426.0,203.75,24.0,10.0,0.072,1838.0,2024-11-05,HYDERABAD,MOBILE,data analytics course,0.031179394487121554,1.4764492753623188,20.375,9.020858895705521
A1205,DataAnalyticsCourse,108.0,4080.0,247.8,18.0,4.0,0.037,1363.0,2024-11-30,Hyderbad,Tablet,online data analytic,0.026470588235294117,2.2944444444444447,61.95,5.500403551251009
A1206,Data Anlytics Corse,150.0,4113.0,219.67,12.0,7.0,0.047,1196.0,2024-11-22,hyderabad,MOBILE,learn data analytics,0.03646973012399708,1.4644666666666666,31.381428571428568,5.444530432011654
A1207,DataAnalyticsCourse,90.0,5119.0,226.58,14.0,10.0,0.111,1348.0,2024/11/07,hydrebad,DESKTOP,analytics for data,0.01758155889822231,2.5175555555555555,22.658,5.94933356871745
A1208,Data Analytics Corse,98.0,3422.0,223.55,17.0,7.0,,1414.0,2024-11-19,hydrebad,TABLET,online data analytic,0.02863822326125073,2.281122448979592,31.935714285714287,6.325206888839186
A1209,Data Analytcis Course,130.0,3327.0,224.83,13.0,3.0,0.023,1668.0,16-11-2024,hydrebad,MOBILE,online data analytic,0.03907424105801022,1.7294615384615386,74.94333333333334,7.418938753725036
A1214,DataAnalyticsCourse,183.0,4001.0,237.85,23.0,4.0,0.022,1430.0,2024/11/21,Hyderbad,MOBILE,online data analytic,0.04573856535866033,1.299726775956284,59.4625,6.0121925583350855
A1215,Data Anlytics Corse,126.0,4206.0,233.76,29.0,10.0,0.041,1998.0,2024-11-06,hyderabad,tablet,online data analytic,0.029957203994293864,1.8552380952380951,23.375999999999998,8.54722792607803
A1217,DataAnalyticsCourse,92.0,4042.0,200.75,15.0,7.0,0.076,1234.0,2024-11-24,HYDERABAD,TABLET,learn data analytics,0.022761009401286492,2.182065217391304,28.678571428571427,6.146948941469489
A1219,DataAnalyticsCourse,92.0,3748.0,208.15,14.0,8.0,0.087,1297.0,2024/11/02,hyderabad,Desktop,analytics for data,0.02454642475987193,2.2625,26.01875,6.231083353350948
A1220,Data Anlytics Corse,135.0,3480.0,224.94,11.0,4.0,0.03,1398.0,2024-11-23,Hyderbad,Tablet,data analitics online,0.03879310344827586,1.6662222222222223,56.235,6.2149906641771135
A1221,DataAnalyticsCourse,177.0,3007.0,223.22,30.0,8.0,0.045,1766.0,2024/11/02,hydrebad,MOBILE,data analitics online,0.05886265380778184,1.261129943502825,27.9025,7.911477466176866
A1222,Data Analytics Corse,117.0,3380.0,186.73,21.0,10.0,0.055,1958.0,2024-11-19,hyderabad,desktop,data anaytics training,0.03461538461538462,1.5959829059829058,18.673,10.485728056552242
A1223,DataAnalyticsCourse,127.0,4823.0,194.69,11.0,10.0,0.057,1496.0,15-11-2024,hydrebad,DESKTOP,data analytics course,0.026332158407630105,1.532992125984252,19.469,7.6840104781961065
A1224,Data Analytcis Course,132.0,4490.0,202.45,10.0,7.0,0.053,1441.0,2024-11-10,Hyderbad,mobile,data analitics online,0.029398663697104678,1.5337121212121212,28.92142857142857,7.117806865892813
A1225,DataAnalyticsCourse,102.0,5149.0,229.48,27.0,9.0,0.088,1137.0,26-11-2024,hyderabad,Desktop,learn data analytics,0.019809671780928337,2.249803921568627,25.497777777777777,4.954680146417989
A1226,Data Anlytics Corse,91.0,4290.0,213.74,,10.0,,1797.0,2024/11/16,hydrebad,Mobile,online data analytic,0.021212121212121213,2.348791208791209,21.374000000000002,8.407410873023299
A1227,Data Anlytics Corse,163.0,5643.0,217.4,30.0,6.0,,1678.0,2024-11-01,hydrebad,DESKTOP,data analitics online,0.028885344674818358,1.3337423312883436,36.233333333333334,7.718491260349586
A1228,Data Analytics Corse,92.0,3916.0,188.1,,6.0,0.065,1005.0,2024/11/14,hyderabad,DESKTOP,online data analytic,0.02349336057201226,2.0445652173913045,31.349999999999998,5.342902711323764
A1230,Data Analytics Corse,127.0,3344.0,201.7,10.0,8.0,,1190.0,2024/11/11,HYDERABAD,DESKTOP,analytics for data,0.03797846889952153,1.5881889763779526,25.2125,5.899851264253843
A1231,Data Analytics Corse,178.0,4441.0,231.97,22.0,4.0,0.022,1886.0,2024/11/24,hyderabad,MOBILE,analytics for data,0.04008106282368836,1.3032022471910112,57.9925,8.130361684700608
A1234,Data Anlytics Corse,95.0,4562.0,187.62,24.0,9.0,0.095,1239.0,2024-11-26,hydrebad,Desktop,data anaytics training,0.02082419991231916,1.9749473684210528,20.846666666666668,6.60377358490566
A1235,Data Analytcis Course,85.0,5099.0,232.56,28.0,9.0,,1526.0,02-11-2024,hydrebad,mobile,data anaytics training,0.016669935281427732,2.736,25.84,6.561747506019952
A1236,Data Analytics Corse,192.0,5852.0,181.05,16.0,8.0,0.042,1600.0,2024-11-21,HYDERABAD,DESKTOP,analytics for data,0.032809295967190705,0.94296875,22.63125,8.83733775200221
A1237,Data Anlytics Corse,80.0,3823.0,181.57,13.0,4.0,,1564.0,2024/11/13,hydrebad,Desktop,online data analytic,0.020925974365681402,2.269625,45.3925,8.61375777936884
A1238,DataAnalyticsCourse,191.0,4612.0,238.23,20.0,10.0,0.052,1531.0,01-11-2024,Hyderbad,mobile,learn data analytics,0.04141370338248049,1.2472774869109946,23.823,6.4265625655878775
A1239,DataAnalyticsCourse,147.0,5881.0,196.34,23.0,7.0,0.048,1614.0,2024/11/18,HYDERABAD,desktop,data anaytics training,0.024995749022275124,1.3356462585034015,28.048571428571428,8.220433941122542
A1240,Data Analytics Corse,100.0,5204.0,197.53,26.0,4.0,0.04,1675.0,24-11-2024,hydrebad,TABLET,data analytics course,0.01921598770176787,1.9753,49.3825,8.47972459879512
A1242,DataAnalyticsCourse,123.0,5231.0,202.93,30.0,10.0,0.081,1551.0,2024-11-23,HYDERABAD,Desktop,online data analytic,0.023513668514624355,1.6498373983739838,20.293,7.643029616123786
A1243,Data Anlytics Corse,165.0,5980.0,248.41,17.0,3.0,0.018,1803.0,06-11-2024,Hyderbad,Tablet,online data analytic,0.027591973244147156,1.5055151515151515,82.80333333333333,7.258161909745985
A1244,DataAnalyticsCourse,167.0,3202.0,214.87,26.0,6.0,0.036,1571.0,12-11-2024,HYDERABAD,desktop,data analitics online,0.052154903185509055,1.2866467065868263,35.81166666666667,7.311397589240006
A1245,Data Anlytics Corse,111.0,5847.0,196.71,21.0,9.0,0.081,1445.0,2024-11-30,hyderabad,mobile,online data analytic,0.018984094407388404,1.7721621621621622,21.85666666666667,7.34583905241218
A1247,Data Analytics Corse,179.0,3185.0,236.74,29.0,5.0,,1156.0,2024/11/11,hyderabad,Desktop,data analytics course,0.05620094191522763,1.3225698324022346,47.348,4.882994001858579
A1248,DataAnalyticsCourse,166.0,5592.0,183.03,22.0,4.0,0.024,1636.0,2024-11-22,HYDERABAD,TABLET,online data analytic,0.029685264663805437,1.102590361445783,45.7575,8.938425394744032
A1249,Data Analytcis Course,90.0,5062.0,191.4,23.0,6.0,,1775.0,2024/11/19,hyderabad,Tablet,data analytics course,0.017779533781114184,2.126666666666667,31.900000000000002,9.273772204806686
A1250,Data Analytcis Course,106.0,5830.0,241.9,29.0,10.0,0.035,1897.0,2024/11/02,hyderabad,DESKTOP,data anaytics training,0.01818181818181818,2.2820754716981133,24.19,7.842083505580819
A1252,Data Anlytics Corse,158.0,4780.0,247.2,23.0,9.0,,1005.0,2024-11-24,Hyderbad,DESKTOP,learn data analytics,0.03305439330543933,1.5645569620253164,27.466666666666665,4.065533980582525
A1253,Data Analytics Corse,187.0,3800.0,241.0,16.0,8.0,0.043,1842.0,2024/11/09,Hyderbad,Mobile,analytics for data,0.049210526315789475,1.2887700534759359,30.125,7.643153526970955
A1254,Data Anlytics Corse,95.0,4096.0,242.69,26.0,9.0,0.095,1550.0,22-11-2024,Hyderbad,TABLET,online data analytic,0.023193359375,2.5546315789473684,26.965555555555554,6.386748526927356
A1255,Data Analytcis Course,118.0,3562.0,231.5,12.0,3.0,0.025,1856.0,2024/11/19,hydrebad,DESKTOP,data analytics course,0.03312745648512072,1.9618644067796611,77.16666666666667,8.017278617710582
A1257,DataAnalyticsCourse,146.0,5411.0,201.76,28.0,7.0,0.048,1393.0,14-11-2024,hydrebad,Desktop,data analitics online,0.026982073553871742,1.381917808219178,28.822857142857142,6.904242664551943
A1258,DataAnalyticsCourse,101.0,4026.0,219.68,22.0,9.0,0.089,1149.0,15-11-2024,hyderabad,DESKTOP,analytics for data,0.025086934923000497,2.175049504950495,24.40888888888889,5.230335032774946
A1259,Data Anlytics Corse,185.0,3716.0,218.23,27.0,7.0,0.056,1015.0,2024/11/03,hydrebad,DESKTOP,online data analytic,0.04978471474703983,1.1796216216216215,31.175714285714285,4.651056225083628
A1260,Data Analytcis Course,147.0,5162.0,186.79,30.0,7.0,0.048,1733.0,2024/11/25,hyderabad,Desktop,analytics for data,0.028477334366524602,1.2706802721088435,26.684285714285714,9.27779859735532
A1261,Data Analytcis Course,188.0,3859.0,211.83,30.0,9.0,0.048,1719.0,2024-11-28,HYDERABAD,MOBILE,online data analytic,0.048717284270536405,1.1267553191489363,23.53666666666667,8.114997875655005
A1262,Data Anlytics Corse,122.0,3350.0,225.89,28.0,3.0,,1509.0,2024/11/24,HYDERABAD,DESKTOP,data analitics online,0.036417910447761194,1.8515573770491802,75.29666666666667,6.680242595953783
A1264,Data Analytics Corse,170.0,3124.0,234.92,17.0,3.0,0.018,1232.0,2024/11/11,hydrebad,Desktop,data anaytics training,0.05441741357234315,1.3818823529411763,78.30666666666666,5.244338498212158
A1265,Data Analytics Corse,114.0,5017.0,242.62,11.0,6.0,0.053,1303.0,2024/11/17,hydrebad,MOBILE,data analitics online,0.022722742674905323,2.128245614035088,40.43666666666667,5.370538290330558
A1266,Data Analytics Corse,186.0,3424.0,201.81,27.0,3.0,0.016,1337.0,2024-11-26,hydrebad,DESKTOP,data anaytics training,0.054322429906542055,1.085,67.27,6.625043357613597
A1267,Data Analytcis Course,120.0,4060.0,210.95,24.0,9.0,0.075,1376.0,2024-11-05,hydrebad,tablet,data analitics online,0.029556650246305417,1.7579166666666666,23.438888888888886,6.522872718653709
A1268,Data Analytcis Course,130.0,5688.0,212.05,21.0,5.0,0.038,1454.0,17-11-2024,Hyderbad,DESKTOP,learn data analytics,0.022855133614627286,1.6311538461538462,42.410000000000004,6.856873378920065
A1269,Data Analytics Corse,178.0,5029.0,189.79,25.0,8.0,0.045,1510.0,09-11-2024,hyderabad,desktop,data anaytics training,0.03539471067806721,1.0662359550561797,23.72375,7.956162073871121
A1270,DataAnalyticsCourse,196.0,5476.0,204.63,19.0,4.0,0.02,1288.0,26-11-2024,hyderabad,desktop,data anaytics training,0.03579254930606282,1.044030612244898,51.1575,6.294287250158823
A1271,Data Analytcis Course,110.0,5000.0,197.89,18.0,3.0,0.027,1110.0,2024/11/12,HYDERABAD,desktop,online data analytic,0.022,1.799,65.96333333333332,5.609176815402496
A1272,Data Analytcis Course,95.0,4141.0,207.14,22.0,3.0,0.054,1929.0,2024-11-11,hyderabad,Tablet,learn data analytics,0.02294131852209611,2.1804210526315786,69.04666666666667,9.312542241961959
A1273,Data Anlytics Corse,183.0,4791.0,232.97,27.0,5.0,,1476.0,2024-11-21,hydrebad,desktop,data analitics online,0.038196618659987476,1.2730601092896174,46.594,6.335579688371894
A1274,DataAnalyticsCourse,100.0,4168.0,193.6,30.0,3.0,0.03,1692.0,2024/11/25,hyderabad,desktop,online data analytic,0.02399232245681382,1.936,64.53333333333333,8.739669421487603
A1275,Data Analytcis Course,187.0,3741.0,226.11,27.0,10.0,0.053,1342.0,14-11-2024,Hyderbad,tablet,learn data analytics,0.0499866345896819,1.209144385026738,22.611,5.935164300561673
A1276,Data Analytcis Course,90.0,3577.0,233.54,24.0,5.0,0.052,1175.0,2024-11-14,hyderabad,tablet,analytics for data,0.02516074923119933,2.594888888888889,46.708,5.031258028603237
A1278,Data Analytcis Course,129.0,3611.0,227.82,11.0,7.0,0.054,1250.0,2024-11-22,HYDERABAD,tablet,data anaytics training,0.03572417612849626,1.766046511627907,32.54571428571428,5.4867878149416205
A1279,Data Analytcis Course,120.0,3947.0,193.49,15.0,6.0,0.05,1305.0,2024/11/12,hydrebad,mobile,data anaytics training,0.03040283759817583,1.6124166666666668,32.248333333333335,6.744534601271384
A1280,Data Analytcis Course,82.0,4239.0,191.75,23.0,8.0,,1062.0,2024-11-22,Hyderbad,Mobile,learn data analytics,0.01934418494928049,2.3384146341463414,23.96875,5.538461538461538
A1281,Data Analytics Corse,145.0,5973.0,242.16,12.0,7.0,0.048,1508.0,2024-11-14,HYDERABAD,Tablet,online data analytic,0.024275908253808806,1.6700689655172414,34.59428571428571,6.227287743640568
A1282,Data Analytics Corse,190.0,4525.0,188.85,10.0,5.0,0.026,1875.0,2024/11/01,Hyderbad,tablet,data anaytics training,0.041988950276243095,0.9939473684210526,37.769999999999996,9.928514694201748
A1283,Data Anlytics Corse,137.0,4395.0,241.58,24.0,4.0,0.043,1512.0,2024-11-06,hyderabad,desktop,online data analytic,0.031171786120591582,1.7633576642335766,60.395,6.258796257968375
A1284,Data Analytics Corse,157.0,3047.0,222.66,19.0,3.0,0.019,1964.0,01-11-2024,hydrebad,mobile,data analitics online,0.05152609123728257,1.418216560509554,74.22,8.820623371957245
A1285,DataAnalyticsCourse,105.0,5348.0,226.1,27.0,5.0,0.048,1003.0,12-11-2024,HYDERABAD,TABLET,learn data analytics,0.01963350785340314,2.1533333333333333,45.22,4.43609022556391
A1286,Data Analytics Corse,149.0,3101.0,231.44,15.0,9.0,0.06,1126.0,2024-11-06,HYDERABAD,Tablet,data anaytics training,0.048049016446307644,1.5532885906040268,25.715555555555554,4.865191842378154
A1287,Data Analytics Corse,159.0,3693.0,187.09,24.0,6.0,0.038,1256.0,24-11-2024,HYDERABAD,Desktop,learn data analytics,0.04305442729488221,1.1766666666666667,31.18166666666667,6.713346517718745
A1290,Data Anlytics Corse,98.0,4653.0,205.84,29.0,5.0,0.051,1866.0,02-11-2024,Hyderbad,Mobile,data analitics online,0.02106168063614872,2.100408163265306,41.168,9.065293431791682
A1291,Data Analytics Corse,86.0,3513.0,211.16,22.0,7.0,,1917.0,10-11-2024,HYDERABAD,desktop,data analytics course,0.02448050099629946,2.455348837209302,30.165714285714284,9.078423943928774
